,Unnamed: 0,artist,lyrics,tag,title,x_coordinate,y_coordinate,year
827,828,The Infamous Stringdusters,"[Verse 1]
Remember when
We were young, and alive
It was all a rhythym
Remember when
We were young, and in love
Seemed so simple

[Chorus]
When we met, summercamp
When we fell, down in the river
When we met, summercamp
Seen my head, in faint shimmers

[Verse 2]
Remember when
We were young, and hoped
Was so easy
Remember when
We were young, and hate
Was only feeling
[Chorus]

[Bridge]
Everything in shimmers

[Instrumental]

[Chorus]
When we met, summercamp
When we swam, down in the river
When we met, summercamp
Seein' life in, faint shimmers",country,Summercamp,0.6,-0.3,2014
829,830,Willie Nelson,"[Chorus]
She's out of my life, she's out of my life
And I don't know whether to laugh or cry
I don't know whether to live or die
And it cuts like a knife, she's out of my life

[Verse]
It's out of my hands, it's out of my hands
To think for two years she was here
And I took her for granted, I was so cavalier
Now the way that it stands, she's out of my hands
I have learned love is not possession
And I have learned that love won't wait
I have learned love needs expression
But I learned it too late

[Chorus]
She's out of my life, she's out of my life
And I don't know whether to laugh or cry
I don't know whether to live or die
And it cuts like a knife, she's out of my life",country,She’s Out of My Life,-0.8,-0.4,1984
830,831,Gene Watson,"He met her in a honky tonk
Singing country songs that he wrote
She sat at a table
Listening to his music and drinking coke
Well, he sat down beside her
Said, honey, what's your name
She said I like your music, sir
But foolin' 'round is certainally not my game

When the small talk was over
The cowboy drank his beer and took her home
Lust on his mind
In a bedroom he had her all alone
And when the night was over
The cowboy shook his head
'Cause she slept on the sofa
And the cowboy slept alone on his bed

She still sees the cowboy
On the country shows and sometimes on T.V
He phones her up and talks to her long distance
From wherever he might be
He'll ask her how she's doin'
She'll reply by sayin', oh, just fine
And the moral of this story is
Cowboys don't get lucky all the time
And the moral of this story is
Cowboys don't get lucky all the time",country,Cowboys Dont Get Lucky All the Time,-0.7,-0.1,1978
833,834,Brad Paisley,"[Verse 1: Brad Paisley]
To the man that waited on me at the Starbucks down on Main
I hope you understand
When I put on that T-shirt, the only thing I meant to say
Is I'm a Skynyrd fan
The red flag on my chest somehow is
Like the elephant in the corner of the south
And I just walked him right in the room
Just a proud rebel son with an ol' can of worms
Lookin' like I got a lot to learn, but from my point of view

[Chorus: Brad Paisley]
I'm just a white man coming to you from the Southland
Tryin' to understand what it's like not to be
I'm proud of where I'm from but not everything we've done
And it ain't like you and me can re-write history
Our generation didn't start this nation
We're still picking up the pieces, walking on eggshells, fighting over yesterday
And caught between Southern pride and Southern blame

[Verse 2: Brad Paisley]
They called it Reconstruction, fixed the buildings, dried some tears
We're still siftin' through the rubble after a hundred-fifty years
I try to put myself in your shoes and that's a good place to begin
But it ain't like I can walk a mile in someone else's skin
[Chorus: Brad Paisley]
'Cause I'm a white man livin' in the southland
Just like you I'm more than what you see
I'm proud of where I'm from but not everything we've done
And it ain't like you and me can re-write history
Our generation didn't start this nation
And we're still paying for our mistakes
That a bunch of folks made long before we came
And caught somewhere between southern pride and southern blame

[Verse 3: LL Cool J]
Dear Mr. White Man, I wish you understood
What the world is really like when you're living in the hood
Just because my pants are sagging doesn't mean I'm up to no good
You should try to get to know me, I really wish you would
Now my chains are gold but I'm still misunderstood
I wasn't there when Sherman's March turned the south into firewood
I want you to get paid but be a slave I never could
Feel like a new fangled Django, dodging invisible white hoods
So when I see that white cowboy hat, I'm thinking it's not all good
I guess we're both guilty of judging the cover not the book
I'd love to buy you a beer, conversate and clear the air
But I see that red flag and I think you wish I wasn't here

[Chorus: Brad Paisley (w/ LL Cool J ad libs)]
I'm just a white man
(If you don't judge my durag)
Comin' to you from the southland
(I won't judge your red flag)
Tryin' to understand what it's like not to be
(Yeah)
I'm proud of where I'm from
(If you don't judge my gold chains)
But not everything we've done
(I'll forget the iron chains)
It ain't like you and me can re-write history
(Can't re-write history baby)
[Outro: Brad Paisley (LL Cool J)]
Oh, Dixieland
(The relationship between the Mason-Dixon needs some fixin')
I hope you understand what this is all about
(Quite frankly I'm a black Yankee
But I've been thinkin' about this lately)
I'm a son of the new south
(The past is the past, you feel me)
And I just want to make things right
(Let bygones be bygones)
Where all that's left is southern pride
(RIP Robert E. Lee
But I've gotta thank Abraham Lincoln for freeing me
Know what I mean?) It's real, it's real
It's truth",country,Accidental Racist,0.8,0.3,2013
834,835,Gary Stewart,"You'd never know by looking
We were ever more than strangers
But, we're celebrating ten years
Of wedded bliss

She made the rounds as usual
While, I sit here stoned, as usual
Lord, I can't believe we survived
Ten years of this!

Ten years together
A million nights alone
Whose mistake is it?
What do we blame it on?

If someone else would tell me
What I already know in my mind
I'm afraid I'd start talking
With my fists

But, I know.. I'm lieing
What ain't dead, by now is dying
What in hell kept us together
For ten years of this?
Ten years together
A million nights alone!
Whose mistake is it?
What do we blame it on?

Maybe you start cheating
Because you married so young
Whatever it is, I cain't go home

I know, I cain't take it
Too long, I've had to fake it
I just don't think we can make it

Through ten more years of this...!",country,Ten Years Of This,-0.8,-0.1,1977
837,838,Ronnie Dunn,"[Verse 1]
It's late in the evening, she's wondering what clothes to wear
She puts on her make-up and brushes her long blonde hair
And then she asks me, ""Do I look alright?""
And I say, ""Yes, you look wonderful tonight""

[Verse 2]
We go to a party and everyone turns to see
This beautiful lady that's walking around with me
And then she asks me, ""Do you feel alright?""
And I say, ""Yes, I feel wonderful tonight""

[Bridge]
I feel wonderful because I see the love light in your eyes
And the wonder of it all is that you just don't realize
How much I love you

[Verse 3]
It's time to go home now and I've got an aching head
So I give her the car keys, she helps me to bed
And then I tell her, as I turn out the light
I say, ""My darling, you were wonderful tonight
Oh, my darling, you were wonderful tonight""",country,Wonderful Tonight,0.7,0.5,2019
838,839,The Scarring Party,"Clara was my boyhood love
She sliced across her stomach once
Her parents rushed her to the hospital
In sixty days, when she returned
She was saved or so I heard
Her newfound virtue swallowed down her charm
Well acquainted with her Lord
His savage will and His accord
Clara and I don’t talk at all no more
The Clara I remember
I swear I loved her better when she used to keep her bible in a drawer

This one enlisted boy I knew
Liked to talk but never screw
Before we could, they sent him off to war
Though he was too polite to say
I sensed something in the way
Echoes from a bible in a drawer

Before my mother spoke in tongues
She and I could talk for hours
I’d pester her as she would tend to chores
In recent years, I fear, we don’t have the same rapport
As when she kept her bible in a drawer
Boys and girls, listen here
Though I know my time’s not here
Let me assure you this before I go
I read it years ago, but I won’t swear on it before
They tag my toe and slide me in a drawer",country,Bible in a Drawer,-0.8,-0.1,2013
841,842,Martina McBride,"[Verse]
It don't hurt anymore
All my teardrops are dried
No more walking the floor
With that burning inside
Just to think it could be
Time has opened the door
And at last I am free
I don't hurt anymore

[Chorus][x2]
No use to deny I wanted to die
The day you said we were through
But now that I find you're out of my mind
I can't believe that it's true
I've forgotten somehow
That I cared so before
And it's wonderful now
I don't hurt anymore",country,I Dont Hurt Anymore,0.6,-0.3,2005
843,844,Wanda Jackson,"This land is your land, this land is my land
From California to the New York Island
From the Redwood Forest to the Gulf Stream waters
This land was made for you and me

As I was walking that ribbon of highway
I saw above me an endless skyway
I saw below me a golden valley
This land was made for you and me

This land is your land, this land is my land
From California to the New York Island
From the Redwood Forest to the Gulf Stream waters
This land was made for you and me

This land is your land, this land is my land
From California to the New York Island
From the Redwood Forest to the Gulf Stream waters
This land was made for you and me

I've roamed and rambled, I've followed my footsteps
To the sparkling sands of her diamond deserts
And all around me a voice was sounding
This land was made for you and me
This land is your land, this land is my land
From California to the New York Island
From the Redwood Forest to the Gulf Stream waters
This land was made for you and me

This land is your land, this land is my land
From California to the New York Island",country,This Land Is Your Land,0.7,0.6,1969
845,846,Charley Pride,"[Verse 1]
Amy left her crayons on the table yesterday
So I called her in and asked her to help put them away
And I noticed on the table there's a picture she had drawn
It was me and Amy just the two of us alone

[Verse 2]
She pointed at three spaces she had underlined in red
And the teardrops started falling when she looked at me and said
It's my mommy and my daddy with me at here at home
But since mommy doesn't live here I just colored mommy gone

[Pre-Chorus]
Didn't understand until I saw through Amy's eyes
You're out of the picture you're not missing in her mind

[Bridge]
You've been gone so long now but I thought that you should know
Amy loves her mommy and we need you here at home

[Chorus]
So I'm sending you the picture and I hope you'll take the time
To see that something's missing when you look through Amy's eyes
[Pre-Chorus]
Didn't understand until I saw through Amy's eyes
You're out of the picture you're not missing in her mind

[Chorus]
So I'm sending you this picture and I hope you'll take the time
To see that something's missing when you look through Amy's eyes
You'll see that something's missing when you look through Amy's eyes

[Outro]
Amy left her crayons on the table yesterday",country,Amys Eyes,-0.8,-0.1,1989
847,848,The Reklaws,"[Verse 1]
Red sky fading, let's do this right
What you're drinking is what I'm drinking
Who's got a light?
We 'bout to burn up this nine to five from dusk till dawn
Man it's on

Blue jean babies in 501s
Music's playing, yeah we're swaying, turn this one up
The stars are falling like confetti, so wish on one
Before they're gone

Find someone, have some fun
Till it all gets lost in the light

[Chorus]
Singing long live the night
It's a song coming on, one that everyone knows
It's a bar, it's a field, it's a see where it goes
It's a guy and a girl hoping that sun don't rise
Singing long live the night
All the beers and the years gonna fly on by
We're just small town stars holding on to midnight
So take a sip, this is it, raise 'em on up real high
Singing long live the night
[Verse 2]
Full moon rising, we ain't there yet
Every minute's a memory so drink it in
Before you know it's over man it flies by fast
Make it last

Take a picture while you kiss her, make a moment
For the rest of your life

[Chorus]
Singing long live the night
It's a song coming on, one that everyone knows
It's a bar, it's a field, it's a see where it goes
It's a guy and girl hoping that sun don't rise
Singing long live the night
All the beers and the years gonna fly on by
We're just small town stars holding on to midnight
Take a sip, this is it, raise 'em on up real high
Singing long live the night

[Bridge]
Long live the night
Find someone, have some fun
Till it all gets lost in the light

[Chorus]
Singing long live the night
It's a song coming on, one that everyone knows
It's a bar, it's a field, it's a see where it goes
It's a guy and girl hoping that sun don't rise
Singing long live the night
All the beers and the years gonna fly on by
We're just small town stars holding on to midnight
Take a sip, this is it, raise 'em on up real high
Singing long live the night
[Outro]
Long live the night
Long live the night",country,Long Live The Night,0.7,-0.5,2018
849,850,DEEP FEMME,"Lightning strike
A beacon in this cold dark night
Close my eyes real tight
Pray I make it home alright

Lightning strike
A beacon in this holy night
I close my eyes, screw up real tight
Pray I make it home alright

They say
Accidents happen when you're closest to home
Let down your guard now
Pretend that youre alone

They say
Accidents happen when you're closest to home
Let down your guard now
Pretend that youre alone

I'll be ramming with potential
Will it be a shithead or the chemicals that
Pulls me down and
Pours me out
I'll be ramming with potential
Will it be a shithead or the chemicals that
Pulls me down and
Pours me out

Oh lighting strike
Your fury cuts through me like this rainy hazy thing
Give me all your white hot demons
Give me all your worthless screaming
Beacon light
Be my talisman tonight
Get me home safe alright you can have me on some other night",country,Storm Prayer re 3 songs,-0.3,0.7,2017
858,859,Peggy Sue (Country),"You've got a habit that I can't break a playing after dark
I finally found your playground but you use it for a park
So go on out and play and don't worry bout the time
'Cause your sweet mama's got a few little things in mind

You do your playing after dark and I think you're a playing dirty
Don't ask me who told me this let's just say a little birdie
Well you say you're playing a game of fun that's as old as Noah's ark
But your fun game's gettin' a little strange after dark

You've been a playing every night but tomorrow's mother's day
But when you leave to go to work your baby's gonna play
Well any game your playmates play I know one that's better
Your mama found her a tall dark baby sitter

You do your playing after dark and I think you're a playing dirty
Don't ask me who told me this let's just say a little birdie
Well you say you're playing a game of fun that's as old as Noah's ark
But your fun game's gettin' a little strange after dark
Yeah your fun game's gettin' a little strange after dark",country,Playing After Dark,-0.1,0.7,1970
859,860,Buddy Miller,"I been a walkin', walkin' in the moonlight
Trippin' in the starlight, Lord, and I'm feelin' down
Walkin' in the shadows, sneakin' down a side road
Come early mornin' I'll be there on the edge of town

I was a thinkin', thinkin' bout a good thing
Thinkin' bout a sweet gleam, uum, in my honey's eyes
And I was a-sinkin', feelin' kinda lonesome
Come early morning I'll be home at my honey's side

I have drifted up across the mountain
And I have stumbled down the other side
And I've been tempted, tried and troubled
Come early morning I'll be home and satisfied

[Instrumental]

She give me little lovin'
Give me little sunshine
Make me have a good time, Lord
When I'm feelin' blue
I couldn't refuse her
Well I couldn't misuse her
Come early mornin' I'll be home
With my honeydew
I have drifted up across the mountains
I have stumbled down the other side
I've been tempted, tried and troubled
Come early mornin' I'll be home
And satisfied",country,Come Early Mornin,0.8,0.0,2016
861,862,Annie Bosko,"Well theres a virus going around
Its on the lips of every married man in town
You blow through dudes like malboro red

You're setting fire to the devils in your bed
I'm sitting up here all alone at night
I'm drinking and thinking 'bout your demise
You don't know and it ain't no lie
Your imprinted in my boy's eyes
I'm your poison dart
Bless your cold black
Bless your cold black heart
You're chopping trees down
Just for the thrill
Collecting deadly apples for your up the ladder kill
You need an oscar, you need a shrink
Cause you still play those dirty roles when you ain't on the screen
Think you're trouble
I'm double trouble
I'm shaking and braking the world you own
Don't you mess with the wrong chick
You just flicked my crazy switch
I'm your poison dart
Bless your cold black
Bless your cold black heart
Burn baby burn
Ohhhh
You're on the fast track
You're living well
You can ride your limosine all the way to hell
I've wiped my hands clean
These yours to take
I'll say a prayer when your there on your judgement day
You'll face a poison dart
Bless your cold black
Bless your cold black heart
Ohhhh
Criminal thing
So hard to believe
You got them ugly tricks you pull from up your sleeve
Slept your way to the middle
Lie in the bed you made
Stole my man from under my hand
Your black heart's gonna pay",country,Coal Black Heart,-0.6,0.6,2015
863,864,Gloriana,"Silent night, silent night

Silent night, holy night
Shepherds quake at the sight
Glories stream from heaven afar
Heavenly hosts sing alleluia
Christ, the Savior is born
Christ, the Savior is born

Silent night, holy night
All is calm, all is bright
'Round yon Virgin Mother and Child
Holy Infant so tender and mild
Sleep in heavenly peace
Sleep in heavenly peace

Silent night, holy night
Son of God, love's pure light
Radiant beams from Thy holy face
With the dawn of redeeming grace
Jesus Lord, at Thy birth
Jesus Lord, at Thy birth
Silent night, holy night
All is calm, all is bright
'Round yon Virgin Mother and Child
Holy Infant so tender and mild
Sleep in heavenly peace
Sleep in heavenly peace

Silent night, silent night",country,Silent Night,0.3,-0.8,2009
866,867,Tommy Overstreet,"I would send her a rose
When I couldn't make it home
I was always away she was always alone

But roses couldn't hold her tight
Or keep her warm in the night
And in time she slipped away
I can still hear her say

Send me no roses
Send no roses today
Just like our dreams
The fragrance will soon fade away

The magic is gone
Our love has died on the vine
Send no roses
Roses can't bring it back this time

Empty arms reaching out
Left so unsatisfied
Needing so much to find
The love she was denied
What she wanted was my love
Roses weren't quite enough
I remember the day that I heard baby say

Send me no roses
Send no roses today
Just like our dreams
The fragrance will soon fade away

The magic is gone
Our love has died on the vine
Send no roses
Roses can't bring it back this time

Send me no roses
Send no roses today
Just like our dreams
The fragrance will soon fade away

The magic is gone
Our love has died on the vine
Send no roses
Roses can't bring it back this time",country,Send Me No Roses,-0.8,-0.4,1973
869,870,Loretta Lynn,"Someone before me still turns you inside out
When we're together, she's all you talk about
You're always wanting me to do the things she used to do
Someone before me sure left her mark on you

I've tried to get inside your heart, but I don't have a chance
Now I can see she's on your mind with every little glance
You're living on old memories, my love can't get through to you
Someone before me sure left her mark on you

I've tried to get inside your heart, but I don't have a chance
Now I can see she's on your mind with every little glance
You're living on old memories, my love can't get through to you
Someone before me sure left her mark on you",country,Someone Before Me,-0.7,-0.3,1966
873,874,Vernon Dalhart,"[Verse 1]
Oh, I wish I had someone to love me
Someone to call me their own
Oh, I wish I had someone to live with
'Cause I'm tired of livin' alone

[Verse 2]
Oh, please meet me tonight in the moonlight
Please meet me tonight all alone
For I have a sad story to tell you
It's a story that's never been told

[Instrumental Break]

[Verse 3]
I'll be carried to the new jail tomorrow
Leavin' my poor darlin' alone
With the cold prison bars all around me
And my head on a pillow of stone

[Verse 4]
Now I have a grand ship on the ocean
All mounted with silver and gold
And before my poor darlin' would suffer
Oh, that ship would be anchored and sold
[Verse 5]
Now if I had wings like an angel
Over these prison walls I would fly
And I'd fly to the arms of my poor darlin'
And there I'd be willin' to die",country,The Prisoners Song,-0.7,-0.3,1924
875,876,The Goddamn Gallows,"Suddenly, the water turns a crimson shade of red
Flies and snakes are crawling, gnawing on the rotting dead
Infesting people with disease, I want them begging on their knees
Locust cloud comin’ down all around, and I’m laughing at their pleas

Tonight, everybody dies
(I hear the screaming in the night)
I’m so sick of all their lies
(I gave a chance, but no-one tried)
At last, I kill the children
And I watch their mothers cry
And now you’ll have to feel my wrath
Beneath my blackened skies

Deadly douses, slaughterhouses, poisoned gluttony
Fleas and lice infest the night, the people pray to me
Infesting people with disease, I want them begging on their knees
Locust cloud comin’ down all around, and I’m laughing at their pleas

Tonight, everybody dies
(I hear the screaming in the night)
I’m so sick of all their lies
(I gave a chance, but no-one tried)
At last, I kill the children
And I watch their mothers cry
And now you’ll have to feel my wrath
Beneath my blackened skies
Tonight, everybody dies
(I hear the screaming in the night)
I’m so sick of all their lies
(I gave a chance, but no-one tried)
At last, I kill the children
And I watch their mothers cry
And now you’ll have to feel my wrath
Beneath my blackened skies",country,Everybody Dies,-0.6,0.6,2007
878,879,NQ Arbuckle,"Light the match and blow it out
London Bridge is falling down
And I can almost see you now
It's 4 in the morning somehow

Blow a kiss how does it feel
If I dream it, does it make it real
The only losers in these deals
Are broken hearts and spinning wheels

So I close my eyes and fall in love
And light up smokes to scare the bugs
It's really you I am thinking of
When I'm far away and kinda drunk

Knock me down in your sunshine
The last thing I had on my mind
The bottleneck of dreams is trying to kill me
O death, I'm scared of you tonight

Let the guitars do their thing
And I'll try to remember the words to sing
It's really easier than you'd think
I just steal the things you say to me
So light the match and blow it out
London Bridge is burning now
So pick me up turn me around
Not all good things come to an end
It's 4 in the morning again

Knock me down in your sunshine
The last thing I had on my mind
The bottleneck of dreams is trying to kill me
O death, I'm scared of you tonight",country,Death,-0.3,0.7,2014
879,880,Johnny Cash,"[Verse 1]
I've been up and down and out and I have been around
And I felt good more times than I felt bad
Loving you felt better than I've never known before
Losing you is the worst thing that I've had

[Chorus]
But it comes and goes
It's like a blue wind blows
Yes it goes and comes
But now I'm living some

[Verse 2]
And today my high didn't get any lower
And my low didn't fall anymore
But sometimes when I drop my guard
Everybody knows
Because I can't control my feeling
And there isn't much sign of healing
Because when the pain is there it always shows
But it comes and goes
In my mind I'm holding you and loving you again
I hear you laugh and feel you cling to me
Although it's over I'm still holding on a little bit
And there's a lot of pain in the memories
[Chorus]
But it comes and goes
It's like a blue wind blows
Yes it goes and comes
But now I'm living some",country,It Comes And Goes,-0.8,0.4,1978
883,884,Toby Keith,"[Verse 1]
Blue eyes, brown hair
Yeah, that's my past standing there
Turning every head in here tonight
That smile, that laugh
Everyone is staring at
The one thing that stands between
Me and the rest of my life

[Chorus]
I know a wall when I see one
And I'm looking at one right now
Heartache's written all over this one
One I can't get around
Where's a door when you need one?
I know a wall when I see one

[Verse 2]
The hurt had stopped
At least that's what I thought
Up until what use to be walked in
Just flesh and bone
It might as well be stone
'Cause it's a memory I can't get past
That's what I'm up against
[Chorus]
I know a wall when I see one
And I'm looking at one right now
Heartache's written all over this one
One I can't get around
Where's a door when you need one?
I know a wall when I see one

[Bridge]
After all my heart's been through
Look what it's run into

[Chorus]
I know a wall when I see one
And I'm looking at one right now
Heartache's written all over this one
One I can't get around
Where's a door when you need one?
I know a wall when I see one
I know a wall",country,I Know A Wall When I See One,-0.8,-0.3,1999
885,886,Ian & Sylvia,"[Chorus]
Come all without, come all within
You'll not see nothing like the Mighty Quinn
Come all without, come all within
You'll not see nothing like the Mighty Quinn

[Verse 1]
Everybody's buildin'
Big ships and boats
Some are buildin' monuments
Others jottin' down notes
Everybody's in despair
Every girl and boy
But when Quinn the Eskimo gets here
Everybody gonna jump for joy

[Chorus]
Come all without, come all within
You'll not see nothing like the Mighty Quinn
Come all without, come all within
You'll not see nothing like the Mighty Quinn
[Verse 2]
Now, I likes to do just like the rest
I likes my sugar sweet
But guardin' queues and making haste
Well, it ain't my cup of meat
Everybody's standin' around
Feedin' pigеons on a limb
But when Quinn the Eskimo gets hеre
Them pigeons gonna fly to him

[Chorus]
Now, come all without, come all within
You'll not see nothing like the Mighty Quinn
Come all without, come all within
You'll not see nothing like the Mighty Quinn

[Verse 3]
Now, cats meow and the cows moo
I can't recite them all
Just tell me where it hurts you, baby
And I'll tell you who to call
Nobody can get any sleep
There's someone on everybody's toes
But when Quinn the Eskimo gets here
Everybody's gonna doze
[Chorus]
Now, come all without, come all within
You'll not see nothing like the Mighty Quinn
Come all without, come all within
You'll not see nothing like the Mighty Quinn

[Chorus]
Now, come all without, come all within
You'll not see nothing like the Mighty Quinn
Come all without, come all within
You'll not see nothing like the Mighty Quinn",country,The Mighty Quinn,0.6,0.9,1968
886,887,Gwen Sebastian,"(Instrumental)

Hey girl don't worry 'bout him
I'm sure he's a gentleman
But even the good ones they'll forget
The unwritten rules of a relationship
And when they do well they're ain't no worry
Love birds, deserve love birds

Don't need for the evil eye
A doghouse says no vacancy sign
Don't overthink or overanalyze
And naturally let 'em fly
Put a feather in the wind and let it do the work
Love birds deserve love birds

When you've had enough throw the finger up
A little twiddle in the middle
Then kiss and make up

(Instrumental)
Somebody (?) minus one
Gets the point across like a loaded gun
Don't have to wonder
Don't have to guess
The moral of the story is
One in the hand is two bushes worth
Love bird deserve love birds

When you've had enough throw the finger up
A little twiddle in the middle
Then kiss and make up

When you've had enough
Nip it in the bud
A little twiddle in the middle
Then kiss and make up
Love birds deserve love birds
Sometimes love birds deserve love birds
Love birds oh yeah love birds
Sometimes love birds deserve love birds

Kiss and make up (x3)",country,Love Birds,0.5,0.6,2020
887,888,Beck,"Your cheatin' heart will make you weep
You'll cry and cry and try to sleep
But sleep won't come
The whole night through
Your cheatin' heart will tell on you

When tears come down like fallin' rain
You'll toss around and call my name
You'll walk the floor the way I do
Your cheatin' heart will tell on you

Your cheatin' heart will pine someday
And crave the love you threw away
The time will come when you'll be blue
Your cheatin' heart will tell on you

When tears come down like fallin' rain
You'll toss around and call my name
You'll walk the floor the way I do
Your cheatin' heart will tell on you",country,Your Cheatin Heart,-0.6,0.6,2001
889,890,Chris Ruediger,"[Verse 1]
It's too late for me to run now
'Cause, baby, here you are
Eventually, I knew I'd bump into you
At our old bar
I've had this conversation in my mind
A thousand times
What I'd say, what I'd do
Point the blame, tell the truth
But I can't 'cause I realize

[Chorus]
It was good 'til it wasn't
It was love 'til it hurt
Was forever 'til it ended
It was fire 'til we got burned
We were everything 'til we were nothin'
It was good, it was good 'til it wasn't

[Verse 2]
All the memories I have
Girl, the good outweight the bad
Like thе time we drove to thе beach
And almost didn't come back
Time moved on, world went 'round
Showed us sometimes things break down
But goodbyes tend to fade
Leavin' all better days
Girl, that's all I think about
[Chorus]
It was good 'til it wasn't
It was love 'til it hurt
Was forever 'til it ended
It was fire 'til we got burned
We were everything 'til we were nothin'
It was good, it was good 'til it wasn't

[Post-Chorus]
We were who we were
We loved how we loved
It was what it was
It was good 'til it wasn't

[Chorus]
It was good 'til it wasn't
It was love 'til it hurt
Forever 'til it ended
It was fire 'til we got burned
Yeah, we were everything 'til we were nothin'
It was good, it was good 'til it wasn't

[Post-Chorus]
It was good, it was good 'til it wasn't",country,Til It Wasnt,-0.8,-0.4,2021
891,892,Barry McGuire,"World's gone insane
People blowin' out their brains
Flyin' off of bridges
Lyin' down in front of trains
Shootin' dope to cope
With life 'cause they can't take it
Gettin' drunk, life always stunk
It's more than what they make it

Ah, have you heard

There is a Peace
The Prince of Peace
And He can ease our troubled minds
He came unashamed
To die for you and me
Now we can come to Him
On bended knees

Meditation mesmеrized
Enlightened to thе times
Nothin's wrong, nothin's right
Relativity delight
Guilt you say is built
On a concept someone gave you
You choose to lose your conscience
Thinkin' somehow that can save you
Ah, have you heard

There is a Peace
The Prince of Peace
And He can ease our troubled minds
He came unashamed
To die for you and me
Now we can come to Him
On bended knees

There is a Peace
The Prince of Peace
And He can ease our troubled minds
He came unashamed
To die for you and me
Now we can come to Him
On bended knees
We can come to Him on bended knees",country,There Is a Peace,0.6,-0.4,1977
895,896,Jerry Lee Lewis,"I'm throwing rice at the girl that I love
After she just said ""I do""
I'm throwing rice with a smile on my face
My heart is breaking in two

She's was my gal, he was my pal
But she loved him better somehow
I'll step aside after I've kissed the bride
I'm throwing rice at her now

She's was my gal, he was my pal
But she loved him better somehow
I'll step aside after I've kissed the bride
I'm throwing rice at her now",country,Im Throwing Rice,-0.8,-0.1,1970
898,899,The eXcavators,"[Verse 1]
Late last night I was a-headin' home
Walking through some deep dark woods
Through the brush I heard a ghost a-moan
I saw men in big black hoods
Bowed before an idol of an owl in the firelight
When I walked past a black mass last night

[Verse 2]
They began an incantation
Spoke a witchy spell
With words from Revelations
Of fire and war and hell
They laid a lamb there on the altar, then they raised that knife
When I walked past a black mass last night

[Verse 3]
I saw teachers, preachers, political leaders
Wear their mark of the beast
I saw CEO's take off their robes
And pray to a demon priest
And then they bared their bodies in a bloody sacrifice
When I walked past a black mass last night
[Verse 4]
So don't walk on through them woods
'Cause there's an evil in them trees
Right there where they stood
There's blood on all those leaves
Hey, I seen 'em raise the devil, he's a wolf [in the hungry eye?]
When I walked past a black mass that night",country,Black Mass,-0.6,0.6,2015
902,903,ZDoggMD,"Blame it all on my labs
These bruises and scabs
Is it normal to bleed when I floss?
I was the last one to know
What my CBC showed
Why’s my stool look like BBQ sauce?

Ain’t got no PCP
So I checked WebMD
And I nearly stroked out as I read
So I went online and googled others to find
This support group instead!

Now I’ve got friends with low platelets
Where the nosebleeds flow and prednisone chases
My bruise away…
Is my spleen okay?
Oh, I’m not big on thrombopoiesis
Think I’ll skip on down to plasmapheresis
Cause I got friends…with low platelets
Now I’ve got friends with low platelets
Where the prednisone causes moon facies
And purple striae
Is my pee ok?
Now my spleen’s big on sequestration
Gonna send it on permanent vacation
‘Cause I gotta end these low platelets",country,Friends With Low Platelets,-0.4,0.7,2014
903,904,Amy Blaschke,"[Verse 1]
I been a fool for many a stranger
But not my only son
I may seem cool but I only feel anger
Not warmth from yesterday's gun

[Chorus]
You cry to the lonely night and wish for anyone
You cry to fool the light so shadows never run
You'll cry to fool a fight just to watch one run
You cry to the lonely night and wish for anyone
To love

[Verse 2]
While I grow old and older still
I'll always be younger to some man
And while my young love lies instilled
I'll still be older and wiser

[Chorus]
You cry to the lonely night and wish for anyone
You cry to fool the light so shadows never run
You'll cry till you fool a fight just to watch one run
You cry to the lonely night and wish for anyone
To love
[Outro]
While I grow old and older still
I'll always be younger to some man",country,So Shadows Never Run,-0.8,-0.3,2017
905,906,Tami Neilson,"[Verse 1]
I wave hello, my smile is bright
I am so gracious, so polite
Each time you pass me on the street
And then I cry myself to sleep

[Verse 2]
And when I'm laughing with my friends
They say they're glad I'm on the mend
I smile as everybody leaves
And then I cry myself to sleep

[Chorus]
The moon glows as blue as me
While you haunt my memory
Nothing but tears to keep me company

[Verse 3]
I wash my face, I brush my hair
I spray perfume, no-one to care
Then I lay down between our sheets
And then I cry myself to sleep
[Instrumental break]

[Chorus]
The moon glows as blue as me
While you haunt my memory
Nothing but tears to keep me company

[Outro]
And then I cry myself to sleep
And then I cry myself to sleep",country,Cry Myself to Sleep,-0.8,-0.4,2009
906,907,Rick Trevino,"A bright array of city lights as far as I can see
The great white way shines through the night for lonely guys like me
The cabaretes and honky tonks their flashing signs invite
A broken heart to lose itself in the glow of city lights
Lights that say forget her name in a glass of cherry wine
Lights that offer other girls for empty hearts like mine
They paint a pretty picture of a world that's gay and bright
But it's just a mask for loneliness behind those city lights

The world was dark and God made stars to brighten up the night
The God who put the stars above I don't believe made those lights
Oh it's just a place for men to cry when things don't turn out right
Just a place to run away and hide behind those city lights
Lights that say forget her love in a different athmosphere
Lights that lure are nothing but a masquarade for tears
They paint a pretty picture but my arms can't hold them tight
And I just can't say I love you to a street of city lights",country,City Lights,-0.7,-0.5,1998
