"annotation_id","annotator","artist","created_at","id","index","lead_time","lyrics","tag","title","updated_at","x_coordinate","y_coordinate","year"

239,"1","Randy Travis","2024-07-30T19:03:53.169527Z",2929,1431,52.643,"Lately, I get the feeling
There's a feeling that you're holding in
Why do you keep your distance
As close as we've been
Do you think you're silence is saying
There ain't nothing wrong with you
This is me, you're not talking to
This is me
The one who knows you inside out
The one you've leaned on 'til now
Don't you know, I'm still here for you
So what do you think you're doing
Who do you think you're fooling
This is me, you're not talking to
You can run to me
No matter what you're running from
If it's something I'm doing
I'll get it undone
Just don't let me be a stranger
To what you're going through
Hey, this is me you're not talking to
This is me
The one who knows you inside out
The one you've leaned on 'til now
Don't you know, I'm still here for you
So what do you think you're doing
Who do you think you're fooling
This is me you're not talking to
Hey, this is me, you're not talking to","country","This Is Me","2024-07-30T19:04:25.073562Z","-0.7","0.3",1994

238,"1","Don Williams","2024-07-30T19:03:15.453480Z",2930,1432,50.741,"[Chorus]
Pancho, don't you like me no more
Pancho, to me our friendship means more
Pancho, please forget what I said
'Cause Pancho were heading towards our end

[Verse 1]
I remember the first time when you came to town
Speaking in Spanish making the rounds
When you first saw me your face was agrin
And you called me the Cisco Kid

[Chorus]
Pancho, don't you like me no more
Pancho, to me our friendship means more
Pancho, please forget what I said
'Cause Pancho were heading towards our end

[Bridge]
I said someday you'll be happy with me Pancho
[Verse 2]
I remember the good times when you loved me so
I gave you my hat and you wore your sombrero
And all of the times you saved me from death
Oh Pancho, you were the best

[Verse 3]
I had a black horse, you had a grey
My horse was fastest but yours did okay
When it came to chasing rustlers we'd always win
'Cause we were Pancho and the Cisco Kid

[Outro]
Oh Pancho, we're heading towards our end","country","Pancho","2024-07-30T19:03:15.453480Z","0.6","-0.4",1998

237,"1","Byron de la Vandal","2024-07-30T18:45:31.215082Z",2931,1433,40.485,"I got the rifle on my back
That my father used to own
And he carried it before me
Because a man defends his home

Yes he up and hunter deer
And the larger game indeed
And in addition to his sporting
He would tell me of this creed

This gun is good for many things
I've learned to use it well
Our founding fathers
Wrote your rights in stone

One day should our noble country ever go to hell
Just remember son
That tyrants are still made of flesh and bone
Just remember they are made of flesh and bone

Now this boy became a man
And this man became aware
Of the enemies that threaten
All his rights he held dear
You can call them what you want
For they go by many names
It don't matter what you call them
'Cause I'll tell them all the same

My gun is good for many things
I've learned to use it well
My founding fathers
Wrote my rights in stone

I seen the way a bastard shot my country all to hell
Just remember that you parasites
Are made of flesh and bone
Just remember that you're made of flesh and bone

There's 100 million patriots
And 300 million guns
I would like to see you cowards
Try and take them one by one

There's a phrase that's etched upon
The heart of men across the land
""You will only take our rights away
From all our cold dead hands""

Our guns are good for many things
We've learned to use them well
Our founding fathers wrote our rights in stone
We've seen our noble country
Take a nose-dive into hell
We outnumber you, you parasites
So best leave us alone

Oh, you tyrants are made of flesh and bone
Oh, our guns are good for many things
We've learned to use them well
Our founding fathers wrote our rights in stone

The only way to heaven
Is a rocky road through hell
I just wonder how you tremble
As you've seen our numbers grow

Oh, remember you're still made of flesh and bone

(Come and take it, I dare you.)","country","To Keep and Bear","2024-07-30T18:45:31.215082Z","-0.5","0.5",2021

236,"1","Daniel Antopolsky","2024-07-30T18:44:48.557145Z",2932,1434,41.847,"Oh, Josh was an MIA, returned the other day
Suffered 20 long years in the jungles of Vietnam
Lost his memory, of friends and family
But when he fell in his sister’s arms, he cried, ""Hey kid!
Take me on a sentimental tour of long ago
Can’t tell the pain of the last ten thousand days
Fire-up Grandpa’s black cast-iron pan
And whoop-up a batch of Granny’s cornbread as fast as you can

It went like this, sis, ""rat-tat-tat-tat-tat, oh""
M-M-M-Mercy and Love, Beauty and Innocence
They backed me in the corner and gave me all the opposite
One sweet dream of how it oughta be, beats a cold reality

All of my strenght came from another place
Was pushed and shoved and endlessly fenced in
Prisonwalls built mighty high
On one thin nickel clear up to the sky

Back in my hometown
Visit old playgrounds
Red Rover sent me over where I stumbled in the creek
Went down memory lane
Sorted the pleasure and the pain
Why, Momma baked buttermilk biscuits in that backyard
So much love has gone to another place
The kind of love that cannot be bought or sold
When we let go, it’s starin’ us in the face
To that happy world that only a child can know

Drivin’ without brakes
A writin’ pen that shakes
Oh, watchin’ the years ramble on down the hill
Photos from the past, makes us cry and laugh
Oh, thank the Lord that our favorite folks have lived

Searchin’ our dreams for that other place
That makes a place for the sweetest thoughts we feel
Words deny such a marvelous lullaby
But a baby’s smile shows the big folks what is real

Carry me back to a family re-union one more time
Where a ""welcome"" brings a comfort to the soul
Tiny tears make a tumblin’ waterfall
That flows into the heart that we call home, sweet home
Fire up Grandpa’s black cast iron pan
And whoop-up a batch of Granny’s cornbread as fast as you can""","country","Josh was an MIA","2024-07-30T18:44:48.557145Z","0.8","-0.2",2016

235,"1","Greensky Bluegrass","2024-07-30T18:43:51.808862Z",2933,1435,107.60000000000001,"Please take the words to carry away
There's others in need of the song
We'll all bury our mothers before we would like
But there's time left to make right today

We are singing to comfort pain
We all want to feel high again
If my path is to worry, then I'll walk in shame
'Cause I'd rather find beauty in pain

If we fail to accomplish the tasks we've begun
The breath should fall short of the song
And we measure the grace of the deeds that we've done
To find peace with what's been pursued

We are singing to comfort pain
We all want to feel high again
If my path is to worry, then I'll walk in shame
'Cause I'd rather find beauty in pain

Well we're low in the barrel, we're long overdue
With little left to invest
And were filled with the efforts that most times were empty
Find strength still somehow to go on
We are singing to comfort pain
We all want to feel high again
If my path is to worry, then I'll walk in shame
'Cause I'd rather find beauty in pain
If my path is to worry, then I'll walk in shame
'Cause I'd rather find beauty in pain","country","Beauty and Pain","2024-07-30T18:44:04.219681Z","0.5","-0.5",2011

234,"1","Colter Wall","2024-07-30T18:42:12.832680Z",2934,1436,91.177,"[Verse 1]
Unfit was I for the Scarlett Mounties
Dandy dude townies, drunkard down and outies
But I knowed some boys that I once called family
Mounted high in the year of '85

[Verse 2]
Major Stewart went down and he left his cows
Back in Fort McLeod when the news circled 'round
That the Métis had enough and there's rustlers on the prowl
And Assiniboia needs us boys to straighten her out

[Chorus]
Rocky Mountain Rangers, riding o'er the plains
Serve all the western Calvalry, there's none any stranger
Rocky Mountain Rangеrs well equipped for dangеr
Mounted high in the year of '85

[Verse 3]
One evenings patrol on Cypress Hills
We drank up our fill and the hour was still
When a Winchester shot like the ringing of a bell
Some boys of Gabriel Dumont's are shooting us to hell
[Verse 4]
So it's raise up your six-guns, lest we be undone
Rake some fur, slack them reins, let your ponies run, run
How I survived I may never understand, son
Woolly times in the year of '85

[Chorus]
Rocky Mountain Rangers, riding o'er the plains
Serve all the western Calvalry, there's none any stranger
Rocky Mountain Rangers well equipped for danger
Mounted high in the year of '85

[Outro]
Disbanded in the year of '85","country","Rocky Mountain Rangers","2024-07-30T18:42:12.832680Z","0.7","-0.6",2020

233,"1","Aaron Tippin","2024-07-30T18:40:35.799656Z",2935,1437,26.76,"[Verse 1]
When I look back on this life
And all the things that I have done
Lord, I've paid some pretty prices
For never backing up
But now that I've had time alone
And I've been through every page
There's only one part of my story
That I wish that I could change

[Chorus]
If I had it to do over
And I knew then what I know now
I'd do anything I had to
To keep you from walking out
Your love would be the only reason
For anything that I'd undo
Yes, if I had it to do over
I'd do it over you

[Verse 2]
There are bridges I have burned
There are promises I've made
And the ones that I have broken
I'll have to carry to my grave
And when I stand before the judge
And answer for my every deed
The only one that I'll regret
Is what I've done to you and me
[Chorus]
Yes, if I had it to do over
And I knew then what I know now
I'd do anything I had to
To keep you from walking out
Your love would be the only reason
For anything that I'd undo
Yes, if I had it to do over
I'd do it over you
If I had it to do over
I'd do it over you","country","If I Had It to Do Over","2024-07-30T18:40:35.799656Z","-0.8","-0.1",1992

232,"1","Johnny Cash","2024-07-30T18:40:07.099471Z",2936,1438,52.48,"[Verse 1]
Turn on the speak it's the first time I get
To talk on the speak because you know okay
Darn those smart alec, crazy cajon boy
Come in to my nice clean kitchens
And get into my pantry, get my blackberry jim jam
That I'd pick blackberries
And make a jim jam in the winter time
To take out on the shrimping boat
And bring in a folding wads
Of wondrous waddy for my little wienies
And they come in to my blackberry jim jam
In the pantry and get them all over
The nice clean kitchen table cloth
The smart alec cajon boy will play the music

[Chorus]
Well, the Gulf it got a grassy bottom setting where the rock is there
And that's where I've been going for the shrimping sailing
Leaping across the grassy moss bringing in a briny bin
[Bridge]
Making folds of wondrous waddy for the living that I'm loving
Where they creep and crawl and flip and flap and flob and dangle dobbing
Sponge a fouler drag them holler more a course the ocean horse

[Chorus]

[Verse 2]
Of soddy bodies dressed in dandy eating carmel candy
Makin' me and all by babies folding wads of wondrous waddy
For the living that I'm loving in between the shrimping sailing

[Chorus]
Gulf, it got a grassy bottom setting where the rock is there
Leaping across the grassy moss bringing in a briny bin
Making folds of wondrous waddy for the living that I'm loving
Where they creep and crawl and flip and flap and flob and dangle dobbing

[Verse 3]
Sponge a fouler drag them holler more a course the ocean horse
Till it's time to haul them come back in with the briny bin
Of soddy bodies dressed in dandy carmel candy eating chicken
Finger licking, dancing, rancing, mancing, tancing
Making me and all by babies foldin' wads of wondrous waddy","country","Shrimpin Sailing","2024-07-30T18:40:07.099471Z","0.6","-0.4",1968

231,"1","Buck Owens","2024-07-30T18:39:12.006277Z",2937,1439,116.798,"Mental cruelty, that's what I heard her say
Mental cruelty to the judge that day
I sat there in silence so she could be free
And listened to her lying words mental cruelty

Your Honor, since our marriage
My life's not been the same
Why, I'm missing out on all the fun
And he's the one to blame

There's never any excitement now
The way there used to be
And sharing his way of life
Is mental cruelty, mental cruelty

Divorce has been granted
For many different things
Even when there's not a reason
And when no one can be blamed

With only two little words
Why she's on her merry way
Yes, all the woman has to claim
Is mental cruelty, mental cruelty...","country","Mental Cruelty","2024-07-30T18:39:12.006277Z","-0.8","-0.2",1996

230,"1","Karen Jonas","2024-07-30T18:37:13.389937Z",2938,1440,33.077,"[Verse 1]
Sharks come swimmin' at the smell of blood
Wearin' western shirts with the tag still on
Says he wants to play poker and I'm the queen of hearts
My attorney said I should never trust a man
With sharp teeth and a dorsal fin
And that's why I don't trust him

[Pre-Chorus]
I'm gonna call your bluff
Here's spit in your eye
There's a snake in your boot, your foot in your mouth
And a big face full of lies

[Chorus]
And don't try to bullshit me, darlin'
Don't pretend like I don't know
Don't try to bullshit me, darlin'
This ain't Mama's first rodeo

[Verse 2]
I don't have time for the way you talk
You speak too loudly and your stick's too small
Give me papers to sign or give me nothin' at all
I'm not surprised and I'm not upset
And it's just like Jesus always said:
If it sounds too good to be true, it probably is
[Pre-Chorus 2]
So I'm miles ahead
I'm on Plan 2
Just like Abraham Lincoln said:
""I pity the fool""

[Chorus]
And don't try to bullshit me, darlin'
Don't pretend like I don't know
Don't try to bullshit me, darlin'
'Cause I've been around enough to know
Oh no, this ain't Mama's first rodeo","country","Mamas First Rodeo","2024-07-30T18:37:13.389937Z","-0.5","0.5",2018

229,"1","Dillon James","2024-07-30T18:36:37.095661Z",2939,1441,23.111,"Verse 1

My mind’s one thought away from a dream
Now I’m loading on my dad’s ole truck
Brothers piled in the back
We listen to his music ‘til we fall asleep

Verse 2

I’m startin’ to get sick on the road
It reminds me of the way my life could seem
Only if I knew it at a younger age
How smart I could be

Chorus

Horizon of the pine trees
And the smell of a fresh morning wind
As far as I can see, orange and purple valleys
Fade between the mountains
Post Chorus

The chance to get away
No place we can’t say
Anything we wanted to
Just my brothers and mе, it’s just like it was yesterday
Now it’s only lost to a mеmory

Verse 3

I’m in a sleeping bag under the stars
My mother probably wonders where we are
But to know I’m coming home to a love like hers
Is what raised me

Verse 4

I hold a flashlight to my face
As we go deeper into the caves
Just like the secrets I carry
They must lead somewhere

Chorus

Horizon of the pine trees
And the smell of a fresh morning wind
As far as I can see, orange and purple valleys
Fade between the mountains
Post Chorus

The chance to get away
No place we can’t say
Anything we wanted to
Just my brothers and me, it’s just like it was yesterday
Now it’s only lost to a memory
Now it’s only lost to a memory
Now it’s only lost to a memory
Now it’s only lost to a memory

My mind’s one thought away from a dream","country","Horizon of the Pine Trees","2024-07-30T18:36:37.095661Z","0.5","0.5",2020

228,"1","Willie Nelson","2024-07-30T18:36:12.055302Z",2940,1442,28.419,"[Chorus 1]
You're not a dream, you're not an angel, you're a woman
I'm not a king, I'm a man, take my hand
We'll make a space in the lives that we planned
And here we'll stay until it's time for you to go

[Verse 1]
Yes, we're different, worlds apart, we're not the same
We laughed and played at the stars like in a game
You could have stayed outside my heart but in you came
And here you'll stay until it's time for you to go

[Chorus 2]
Don't ask why
Don't ask how
Don't ask forever
Love me now

[Verse 2]
This love of mine had no beginning, it has no end
I was an oak, now I'm a willow, now I can bend
And though I'll never in my life see you again
Still I'll stay until it's time for you to go
[Chorus 2]
Don't ask why
Don't ask how
Don't ask forever
Love me now

[Chorus 1]
You're not a dream, you're not an angel, you're a woman
I'm not a king, I'm a man, take my hand
We'll make a space in the lives that we planned
And here we'll stay until it's time for you to go","country","Until It’s Time for You to Go","2024-07-30T18:36:12.055302Z","0.6","-0.5",1984

227,"1","The Cadillac Three","2024-07-30T18:35:40.791732Z",2941,1443,43.335,"[Verse 1]
Yeah, is it in them cut-offs? (Cut-offs)
Is it the whiskey on her lips?
Is the F-150 with a lift kit?
Is it the way she moves them hips? (Shake it, baby)
To Fishin' in the Dark
And Sweet Home Alabama
She got my heart
I wanna take her home and show my mama

[Chorus]
When I'm with her I'm a watchin' Lynyrd Skynyrd front and center
Sayin' hell yeah, shake that thang
Make a fella wanna buy that pawn shop ring
It's in her touch (It's in her touch), it's in her kiss (It's in her kiss)
She on a country boy bucket list
She can cold beer it, John Deere it
Freebird every lyric
In her ""hey, y'all"", you can hear it
She got that sweet Southern spirit
[Refrain]
Sweet likе molasses, sweet like tea
Sweet likе honeysuckle, she's sweet on me

[Verse 2]
Daddy must've been a fisherman
Mama must a been a cook
'Cause that lady and gentleman
Made a girl that made a bass a put a lip on the hook

[Chorus]
When I'm with her I'm a watchin' Lynyrd Skynyrd front and center
Sayin' hell yeah, shake that thang
Make a fella wanna buy that pawn shop ring
It's in her touch (It's in her touch), it's in her kiss (It's in her kiss)
She on a country boy bucket list
She can cold beer it, John Deere it
Freebird every lyric
In her ""hey, y'all"", you can hear it
She got that sweet Southern spirit

[Refrain]
Sweet like molasses, sweet like tea
Sweet like honeysuckle, she's sweet on me

[Chorus]
When I'm with her I'm a watchin' Lynyrd Skynyrd front and center
Sayin' hell yeah, shake that thang
Make a fella wanna buy that pawn shop ring
It's in her touch (It's in her touch), it's in her kiss (It's in her kiss)
She on a country boy bucket list
She can cold beer it, John Deere it
Freebird every lyric
In her ""hey, y'all"", you can hear it
She got that sweet Southern spirit
[Outro]
It's all about the South","country","Sweet Southern Spirit","2024-07-30T18:35:40.791732Z","0.9","0.7",2020

226,"1","Steep Canyon Rangers","2024-07-30T18:34:55.204091Z",2942,1444,84.315,"I dug my share of treasure
Dug so deep they called it a crime
There might be pleasures I’ve never tasted
But I ain’t wasting no more time
CHORUS
Cause the furnace is burnin’ white-hot
And the hammer is swingin’ with the weight of the world
Now’s the time, like it or not
Stand and deliver, stand and deliver
That old pig’s so proud lyin’ in the mud
And Miss Chicken’s just happy, she ain’t been fried
The buzzards ain’t worried about no flood
But I’m not ready to be satisfied
CHORUS
I got a picture of Teddy Roosevelt
Hangin’ on the wall in my home on the range
But I felt a strange wind blowin’
Tellin’ me something is about to change
CHORUS
Some folks keep their heads in the clouds
Straining for the sound of the angels strumming
I’ve been known to pray out loud
But I ain’t waitin’ for the second coming
CHORUS","country","Stand and Deliver","2024-07-30T18:34:55.204091Z","-0.5","0.5",2013

225,"1","Billie Jo Spears","2024-07-30T18:33:27.250875Z",2943,1445,71.816,"At first I was afraid, I was petrified
Kept thinking I could never live
Without you by my side

But then I spent so many nights
Thinking how you did me wrong
And I grew strong
And I learned how to get along

And so you're back from outer space
I just walked in to find you here
With that sad look upon your face

I should have changed that stupid lock
I should have made you leave your key
If I had known for just one second
You'd be back to bother me

Go on, now go walk out the door
Just turn around now
'Cause you're not welcome anymore
Weren't you the one who tried
To hurt me with goodbye
Did you think I'd crumble?
Did you think I'd lay down and die?

Oh no, not I, I will survive
As long as I know how to love
I know I'll stay alive

I've got all my life to live
I've got all my love to give
And I'll survive, I will survive
(Hey, hey)

It took all the strength I had
Not to fall apart
Kept trying hard to mend
The pieces of my broken heart

And I spent oh so many nights
Just feeling sorry for myself
I used to cry
But now I hold my head up high

And you see me with somebody new
I'm not that chained up little person
Still in love with you
And so you felt like dropping in
And just expect me to be free
But now I'm saving all my loving
For someone who's loving me

Go on, now go walk out the door
Just turn around now
'Cause you're not welcome anymore

Weren't you the one who tried
To break me with goodbye
Did you think I'd crumble?
Did you think I'd lay down and die?

Oh no, not I, I will survive
As long as I know how to love
I know I'll stay alive

I've got all my life to live
I've got all my love to give
And I'll survive, I will survive
(Oh)

Go on now go, walk out the door
Just turn around now
'Cause you're not welcome anymore
Weren't you the one who tried
To break me with goodbye
Did you think I'd crumble?
Did you think I'd lay down and die?

Oh no, not I, I will survive
As long as I know how to love
I know I'll stay alive

I've got all my life to live
I've got all my love to give
And I'll survive
I will survive, I will survive","country","I Will Survive","2024-07-30T18:33:27.251072Z","0.7","0.9",1979

224,"1","Joshua Hedley","2024-07-30T18:32:12.712662Z",2944,1446,13.137,"[In background]
(I never shed a tear for you)

[Hedley]
We never were in love
There never were stars above
On the night when I never said ""I do""
You never wore my ring
And you never meant a thing
And I never shed a tear for you

It's not hard to realize
When you look into my eyes
That the truth is, this is how I make it through
You never broke my heart
And I never fell apart
And I never shed a tear for you

[In background]
(I never shed a tear for you)
[Hedley]
If I really love you so
Then everyone would know
That inside, this is tearing me in two
You never broke my pride
And I never died inside
And I never shed a tear for you","country","I Never Shed a Tear","2024-07-30T18:32:12.712662Z","-0.8","-0.2",2018

223,"1","The Oak Ridge Boys","2024-07-30T18:29:11.673007Z",2945,1447,32.283,"I'm dreaming of a white Christmas
Just like the ones I used to know
Where the treetops glisten and children listen
To hear sleigh bells in the snow

I'm dreaming of a white Christmas
With every Christmas card I write
May your days be merry and bright
And may all your Christmases be white

I'm dreaming of a white Christmas
With every Christmas card I write
May your days be merry and bright
And may all your Christmases be white","country","White Christmas","2024-07-30T18:29:11.673007Z","0.7","0.3",1982

222,"1","Josh Meloy","2024-07-30T18:04:39.827766Z",2946,1448,526.216,"[Verse 1]
I tried to drink you away, a time or two
Staring at the bottom of my glass
Hey back in the day it used to be me and you
Now we're through
Thank God it turned out like that

[Chorus]
'Cause you change your mind like you change your clothes
Running out everyone you know
You had a Gypsy soul, no telling where you go
And I guess I'm better off alone

[Verse 2]
And I tried to drink you away again
But I'm having more fun with my friends
You're just a burden that I don't want
I packed my bags and now I'm done

[Chorus]
'Cause you change your mind like you change your clothes
Running out everyone you know
You had a Gypsy soul, no telling where you go
And I guess I'm better off alone
And you change your mind like you change your clothes

[Chorus]
'Cause you change your mind like you change your clothes
Running out everyone you know
You had a Gypsy soul, no telling where you go
And I guess I'm better off alone","country","Drink You Away","2024-07-30T18:04:39.827766Z","-0.7","-0.3",2018

221,"1","Red Foley","2024-07-30T17:55:49.984544Z",2947,1449,53.526,"Now, listen while I tell you about a place I know
Down in Tennessee where the tall corn grows
Hidden from the world in a bunch of pines
Where the moon's a little bashful and it seldom shines
Civilized people live there all right
But they all go native on Saturday Night
Oh, well the music is a fiddle and a cracked guitar
They get their kicks from an old fruit jar
They do the boogie to an old square dance
The woods are full of couples looking for romance
Somebody takes a brogan and knocks out the light
Yes, they all go native on Saturday night
When they really get together there's a lot of fun
They all know the other fellow packs a gun
Everybody does his best to act just right
Cause there's gonna be funeral if you start a fight
They struggle and they shuffle till broad daylight
Yes, they all go native on Saturday night
Well, now you've heard my story about a place I know
Down in Tennessee where the tall corn grows
Hidden from the world in a bunch of pines
Where the moon's a little bashful and it seldom shines
Civilized people live there all right
But they all go native on Saturday Night","country","Tennessee Saturday Night","2024-07-30T17:55:49.984544Z","0.5","-0.4",1948

220,"1","Kacy & Clayton","2024-07-30T17:54:53.658787Z",2948,1450,30.955,"Gather my clothes from the bottom drawer
Hang my fiddle up on the wall
Lay the mandolin in the mandolin case

Take my jacket from the bedroom door
And hang it out in the hall
Tomorrow they're moving me to Providence Place

We've always walked in circles
Destinations never change
I've known this place for ages
But I can't recall its name

Dear old friend let's not pretend
What's left of our youth gone
And vanished away like winter in May

My dear friend good things will end
I guess we'd better say so long
It's many a stage we've sang and played
We've always played in circles
That seldom ever change
I've known this tune for ages
But I can't recall its name

We've always talked in circles
Conversations never change
I've known you for ages
But I can't recall your name","country","Providence Place","2024-07-30T17:54:53.658787Z","-0.2","-0.8",2019

219,"1","Michael Ray","2024-07-30T17:54:19.614573Z",2949,1451,35.927,"[Verse 1]
Girl, I know how people feel
When they're watching their favorite band
Their whole world starts coming alive
And, girl, I can't hide it for real
I don't know if you understand
Looking at you kinda feels like when the lights go down
Got a ticket to the best show in town

[Chorus]
You give me that front-row feeling, screaming with my hands up
Walk in the room and everybody stands up
You got my heart singing whoa-oh-oh-oh
You steal my kisses and you steal the show
You know the way you work it, baby, you're a natural
They love you in LA, NYC, and Nashville
That leather jacket and blue jean, I mean damn girl
I can't help it, baby, I'm a fan girl

[Post-Chorus]
Got me in the palm of your hand, girl
More than I can stand, girl
Baby I'm a fan girl
[Verse 2]
Girl, when you're in my arms you shine like a bright star
Give me the best night of my life kinda high
Being next to you kinda feels like in a spotlight glow
With a t-shirt with your face on yeah

[Chorus]
Oh you give me that front-row feeling, screaming with my hands up
Walk in the room and everybody stands up
You got my heart singing whoa-oh-oh-oh
You steal my kisses and you steal the show
You know the way you work it, baby, you're a natural
They love you in LA, NYC, and Nashville
That leather jacket and blue jean, I mean damn girl
I can't help it, baby I'm a fan girl

[Post-Chorus]
Got me in the palm of your hand, girl
More than I can stand, girl
Baby I'm a fan girl

[Bridge]
Looking at you kinda feels like when the lights go down
Got a ticket to the best show in town

[Chorus]
You give me that front-row feeling, screaming with my hands up
Walk in the room and everybody stands up
You got my heart singing whoa-oh-oh-oh
You steal my kisses and you steal the show
The way you work it, baby, you're a natural
They love you in LA, NYC, and Nashville
That leather jacket and blue jean, I mean damn, girl
I can't help it, baby I'm a fan girl
[Outro]
Got me in the palm of your hand, girl
More than I can stand, girl
Baby, I'm a fan girl
Yeah, I'm a fan girl","country","Fan Girl","2024-07-30T17:54:19.614573Z","0.7","0.8",2018

218,"1","Merle Haggard","2024-07-30T17:53:41.914776Z",2950,1452,37.783,"I own a house on the edge of the city
A suburban mansion, I'm told
But the power's all off and the phone lines are dead
And the hallways are lonely and cold

So I spend all my time in hotels and barrooms
Watching the whiskey they pour
Between airports and highways and the nightlife that's my way
I never go home anymore

I never go home anymore
There'd be no one to greet me if I came to the door
I stay around where there's parties and people too loud to ignore
But I never go home anymore, anymore","country","I Never Go Home Anymore","2024-07-30T17:53:41.916288Z","-0.8","-0.2",1984

217,"1","Steve Earle","2024-07-30T17:52:43.237045Z",2951,1453,69.53200000000001,"[Verse 1]
I was born my papa's son
A wandering eye and a smoking gun
Now some of you would live through me
Then lock me up and throw away the key
Or just find a place to hide away
And hope that I just go away

[Chorus]
That I feel alright, I feel alright tonight
I feel alright, I feel alright tonight

[Verse 2]
I'll bring you precious contraband
And ancient tales from distant lands
Of conquerors and concubines
And conjurers from darker times
Betrayal and conspiracy
Sacrilege and heresy

[Chorus]
That I feel alright, I feel alright tonight
I feel alright, I feel alright tonight
[Verse 3]
I got everything you won't need
Your darkest fear, your fondest dream
I ask you questions, tell you lies
Criticize and sympathize
Yeah but be careful what you wish for, friend
Because I've been to hell and now I'm back again

[Chorus]
I feel alright, yeah I feel alright tonight
Yeah I feel alright, and I feel alright tonight
I feel alright, I feel alright","country","Feel Alright","2024-07-30T17:53:02.507987Z","0.7","-0.6",1996

216,"1","Merle Haggard","2024-07-30T17:51:42.334227Z",2952,1454,35.194,"[Verse 1]
Love and honor, a promise to obey
Sacred vows that we both made yesterday
But when someone tempted you, you eased across the line
And I'll bet love and honor never crossed your mind

[Verse 2]
You're the woman who once gave me her hand
And I'm the fool who's trying hard to understand
Why when someone tempted you, you were so inclined
And I'll bet love and honor never crossed your mind

[Verse 3]
Love and honor never crossed your mind
And love and honor is something hard to find
When someone tempted you, you eased across the line
And I'll bet love and honor never crossed your mind

[Verse 3]
Love and honor never crossed your mind
And love and honor is something hard to find
Oh, when someone tempted you, you eased across the line
And I'll bet love and honor never crossed your mind","country","Love and Honor","2024-07-30T17:51:42.334227Z","-0.8","-0.3",1974

215,"1","Tim McGraw","2024-07-30T17:50:52.856020Z",2953,1455,34.044,"[Verse 1]
We could have a little double wide planted in an empty field
We could have a big old white picket wrap around on a hill
Don't make a difference to me baby, where the wind takes me, long as I'm with you, girl
We could have something or nothing, still be sitting on top of the world

[Chorus]
'Cause when you got love, like we got love
I'm holding on to heaven, holding on to you
When you got one like I got one
Anyway you looking, it's a hell of a view

[Post-Chorus]
Don't know where we're gonna be
But I know we're gonna be
Sitting on top of the world
So keep hanging on to me
Yeah, don't you wanna be
Sitting on top of the world
Top of the world
[Verse 2]
We could be rolling on a couple of Goodyears and painted rust
We could be strolling barefoot in the sand, in the setting sun
Yeah, any way you kiss me flips me and gets me the right kind of tipsy, girl
We could be somewhere or nowhere and still be sitting on top of the world

[Chorus]
'Cause when you got love, like we got love
I'm holding on to heaven, holding on to you
When you got one like I got one
Anyway you looking, it's a hell of a view

[Post-Chorus]
Don't know where we're gonna be
But I know we're gonna be
Sitting on top of the world
So keep hanging on to me
Yeah, don't you wanna be
Sitting on top of the world
Top of the world

[Instrumental Bridge]
Top of the world

[Chorus]
'Cause when you got love, like we got love
I'm holding on to heaven, holding on to you
When you got one like I got one
Anyway you looking, it's a hell of a view
'Cause when you got love, like we got love
I'm holding on to heaven, holding on to you
When you got one like I got one
Anyway you looking, it's a hell of a view
[Post-Chorus]
Don't know where we're gonna be
But I know we're gonna be
Sitting on top of the world
So keep hanging on to me
Yeah, don't you wanna be
Sitting on top of the world
Top of the world

[Outro]
'Cause when you got love like we got love
Sitting on top of the world
'Cause when you got love like we got love
Sitting on top of the world
'Cause when you got love like we got love
Sitting on top of the world
'Cause when you got love like we got love
Sitting on top of the world","country","Top of the World","2024-07-30T17:51:05.579928Z","0.9","0.6",2015

