index,title,tag,artist,year,x_coordinate,y_coordinate
1335,Keeping It Small Town,country,Jason Aldean,2019,0.85,0.2
1336,Love Hangover,country,Emerson Drive,2012,-0.75,-0.1
1337,The Pain of Loving You,country,Lula Wiles,2019,-0.75,-0.1
1338,Losing Hand Live 2011,country,Willie Nelson & Wynton Marsalis,2011,-0.7,0.55
1339,Leavin The Land Of The Broken Hearted,country,BlackHawk,2002,-0.7,-0.7
1340,Drinkin Buddies,country,Logan Mize,2017,0.85,0.2
1341,Nightingale,country,Wilder Adkins,2013,-0.8,-0.5
1342,Feed Our Soul,country,Justin Russell Band,2021,0.65,0.55
1343,Bold Reynard,country,Ben Moss,2022,-0.7,-0.3
1344,Born To Love You RISE Recording,country,LANCO,2019,0.9,0.6
1345,Vinyl,country,George Canyon,2019,0.85,-0.2
1346,Do You Still Have Some Fight In You,country,Kyle Morgan,2021,-0.8,-0.5
1347,Served Cold,country,Van Susans,2013,-0.3,-0.7
1348,Wonderfilled,country,Kacey Musgraves,2013,-0.7,-0.3
1349,Certain,country,Bill Anderson,1966,-0.75,-0.1
1350,Hard Day,country,The Dead South,2017,-0.8,-0.3
1351,Circles,country,Jana Kramer,2015,0.9,0.6
1352,Meet Me by the Moonlight Alone,country,The Carter Family,1993,0.7,0.85
1353,Silver and Gold,country,Little Big Town,2014,0.6,-0.35
1354,Frosty the Snowman,country,Brenn Hill,2012,0.9,0.6
1355,Theres More to Leaving Than Just Saying Goodbye,country,Loretta Lynn,1973,-0.7,0.55
1356,Why Dont Anybody Stay Home No More,country,Margaret Lewis,1980,-0.3,-0.7
1357,Shes That Kind,country,Charley Pride,1972,0.85,0.2
1358,Settin The Woods On Fire,country,The Tractors,1994,0.7,0.85
1359,Lies,country,Amber Lynn Nicol,2011,-0.55,0.65
1360,Bangladesh,country,Kids Learning Tube,2018,0.7,0.85
1361,Will You Miss Me When Im Gone?,country,The Carter Family,1993,-0.8,-0.5
1362,Slow Dancing in a Burning Room,country,Lindsay Ell,2018,-0.3,-0.7
1363,I Dont Wanna Go To Heaven Choir Version,country,Nate Smith (Country),2022,0.85,-0.2
1364,Sin na sin Tommy Maverick cover,country,Mon Lee,2017,-0.4,0.65
1365,The Wheel Of Hurt,country,Bill Anderson,1967,-0.6,0.45
1366,Silent Night,country,Reba McEntire,1987,0.6,-0.35
1367,You Didnt Have To Go,country,Jimmy C. Newman,2020,-0.7,0.55
1368,Blue Hills In The Distance,country,Slim Dusty,2004,0.6,-0.3
1369,Leaving for Ohio,country,The Miners,2021,-0.7,-0.3
1370,How Not To,country,Dan + Shay,2016,-0.75,-0.1
1371,Marie’s Wedding,country,The Clancy Brothers & Tommy Makem,1963,0.9,0.6
1372,Ive Almost Jack Daniels Drowned,country,John Anderson,1981,-0.8,-0.3
1373,Together Were One,country,Bill Anderson & Jan Howard,1970,0.75,0.3
1374,ERP Implementation in Automobile Industry | Pridesys IT Ltd,country,Pridesys,2018,,
1375,Ill Start Believing In You,country,Hank Thompson,2000,-0.6,0.45
1376,Nothing To Do With You,country,Spencer Crandall,2021,0.75,-0.5
1377,Perfect Timing,country,Drive-By Truckers,2008,-0.3,-0.7
1378,Brown Bottle Flu,country,Kevin Kerby,2012,-0.8,-0.5
1379,Off-White,country,Pam Tillis,2001,0.6,-0.35
1380,If You Were You,country,Robert Vincent,2020,-0.8,-0.3
1381,Detroit Michigan,country,Kid Rock,2012,0.7,0.85
1382,Rough On The Living,country,Bobby Bare,1980,-0.7,-0.3
1383,Irish Medley,country,The Chicks,1992,-0.3,-0.7
1384,Away in a Manger,country,Ricky Skaggs,2003,0.6,-0.35
1385,Selfish,country,Stephanie Quayle,2017,0.25,0.65
1386,Love Me Or Dont,country,Jason Aldean,2018,0.1,-0.7
1387,Take Me Away Now,country,Grady Spencer & the Work,2021,0.6,-0.3
1388,That Song Is Driving Me Crazy,country,Tom T. Hall,1974,0.7,0.85
1389,Wake Me Up,country,Tebey,2014,-0.3,-0.7
1390,Felonious,country,Howe Gelb,2003,-0.7,-0.3
1391,Safe With Me Live,country,Shea & Tobias,2020,-0.8,-0.3
1392,Pulaski,country,Drive-By Truckers,2011,-0.3,-0.7
1393,Witness,country,Brush Arbor,1981,0.7,0.85
1394,A Good Man Is So Hard To Find,country,Dixie J Baker,2019,0.6,-0.35
1395,The Bigger the Fool the Harder the Fall,country,Kris Kristofferson & Brenda Lee,1982,-0.7,0.55
1396,Ruby Are You Mad,country,The Osborne Brothers,1959,-0.7,0.3
1397,A New Love,country,Reba McEntire,1989,-0.7,-0.3
1398,Touchdown Town,country,Aaron Watson,2020,0.7,0.85
1399,Nothing Like An Ocean,country,The Rankin Family,2007,-0.3,-0.7
1400,Ill Be Gone,country,Sarah Jarosz,2020,-0.7,0.3
1401,Fallen,country,Upchurch,2019,,
1402,Smoke Rise,country,Zac Brown Band,2010,,
1403,Country Song,country,Brieanna,2017,,
1404,She Just Started Liking Cheatin Songs,country,John Anderson,1980,,
1405,Kept Every Vow,country,Spencer Crandall,2019,,
1406,Lotta Boot Left To Fill,country,Eric Church,2009,,
1407,The Crossroad and the Emptiness,country,Jason Molina,2020,,
1408,Good To Bad,country,Catherine Britt,2021,,
1409,Cómo encontrar una buena compañía de limpieza en Navarra,country,Usmanop,2021,,
1410,Texas,country,Willie Nelson,2004,,
1411,Faded Love,country,Asleep at the Wheel,1999,,
1412,Song of the week,country,Kenny Mehler,2020,,
1413,The Crying Game,country,Trent Tomlinson,2016,,
1414,All Fall Down,country,Emmylou Harris,1990,,
1415,Thru The Night - Live In Norway,country,Leon Virgil Bowers,2016,,
1416,Last Goodbye,country,Kolby Cooper,2019,,
1417,Make a Baby,country,Ciara,2018,,
1418,Silent Night,country,Toby Keith,2007,,
1419,The Masonic Ring,country,Howie Damron,2004,,
1420,Valentine,country,Willie Nelson,1993,,
1421,Basket Case,country,Gethen Jenkins,2019,,
1422,Never Let Him Go,country,Jenny Reynolds,2008,,
1423,Giving Up On You,country,Stick and Poke,2016,,
1424,Saint Sally,country,The Midnight Moan,2018,,
1425,Dont Go Down Baby,country,Robert Petway,1941,,
1426,Damaged Diana,country,Garrett Bryan,2018,,
1427,A Splitting Tree,country,David Wax Museum,2008,,
1428,Six Days on the Road,country,Dave Dudley,1963,,
1429,Peaceful Easy Feeling Live Millennium Concert Version,country,Eagles,2000,,
1430,It’s Just A Matter Of Time,country,Charley Pride,1991,,
1431,This Is Me,country,Randy Travis,1994,,
1432,Pancho,country,Don Williams,1998,,
1433,To Keep and Bear,country,Byron de la Vandal,2021,,
1434,Josh was an MIA,country,Daniel Antopolsky,2016,,
1435,Beauty and Pain,country,Greensky Bluegrass,2011,,
1436,Rocky Mountain Rangers,country,Colter Wall,2020,,
1437,If I Had It to Do Over,country,Aaron Tippin,1992,,
1438,Shrimpin Sailing,country,Johnny Cash,1968,,
1439,Mental Cruelty,country,Buck Owens,1996,,
1440,Mamas First Rodeo,country,Karen Jonas,2018,,
1441,Horizon of the Pine Trees,country,Dillon James,2020,,
1442,Until It’s Time for You to Go,country,Willie Nelson,1984,,
1443,Sweet Southern Spirit,country,The Cadillac Three,2020,,
1444,Stand and Deliver,country,Steep Canyon Rangers,2013,,
1445,I Will Survive,country,Billie Jo Spears,1979,,
1446,I Never Shed a Tear,country,Joshua Hedley,2018,,
1447,White Christmas,country,The Oak Ridge Boys,1982,,
1448,Drink You Away,country,Josh Meloy,2018,,
1449,Tennessee Saturday Night,country,Red Foley,1948,,
1450,Providence Place,country,Kacy & Clayton,2019,,
1451,Fan Girl,country,Michael Ray,2018,,
1452,I Never Go Home Anymore,country,Merle Haggard,1984,,
1453,Feel Alright,country,Steve Earle,1996,,
1454,Love and Honor,country,Merle Haggard,1974,,
1455,Top of the World,country,Tim McGraw,2015,,
1456,Little Wheel Spin and Spin 1966 Version,country,Buffy Sainte-Marie,1966,,
1457,No Help from God,country,Ryan Bingham,2012,,
1458,Wait on the Wine,country,Caroline Spence,2019,,
1459,Feck-feck-feck-feckity-feck,country,Jeffedyeffedy,2019,,
1460,Elizabeth,country,Julia Jacklin,2016,,
1461,Breathless,country,Taylor Swift,2010,,
1462,Temporary Nature Of Any Precious Thing,country,Lucinda Williams,2014,,
1463,Sippin’ On The Simple Life,country,Craig Morgan,2020,,
1464,Then Love Dies,country,Johnny Paycheck,1967,,
1465,Getting Ready To Start Getting Ready,country,Rachel Baiman,2017,,
1466,Rocky Road,country,Alabama Sacred Harp Singers,1928,,
1467,It’s Only A Paper Moon,country,Jim Reeves,1964,,
1468,Id Surrender All,country,Randy Travis,1992,,
1469,Plow These Fields,country,The Haymarket Squares,2009,,
1470,Saturday,country,Jesus B.,2019,,
1471,A Storm Came Through This Room,country,Seckond Chaynce,2021,,
1472,Riptide,country,Nathan Evans,2020,,
1473,New York City Blues,country,Madison Lewis,2017,,
1474,On A Christmas Morning,country,Steve Wariner,1998,,
1475,The Unfortunate Brakeman,country,Kentucky Ramblers,1928,,
1476,Honey and Smoke,country,case/lang/veirs,2016,,
1477,So Gone,country,Buddy Jewell,2006,,
1478,Another Time,country,Giovannie and the Hired Guns,2017,,
1479,Cheap Suit,country,Jeffrey Foucault,2018,,
1480,Sweet Dream,country,John Hiatt,2021,,
1481,Im Here to Get My Baby Out of Jail,country,The Everly Brothers,1958,,
1482,Solar Pilgrim,country,Twain,2017,,
1483,Let’s Kiss and Make Up,country,Shania Twain,2017,,
1484,Rambler,country,Outlaw,2017,,
1485,Muddy Waters,country,Nikki Lane,2017,,
1486,Lonely Nights Of October,country,Lonesome Wyatt And The Holy Spooks,2010,,
1487,Me and Mine,country,Zach Bryan,2020,,
1488,Go Go Boots Are Back,country,Steve Earle,2015,,
1489,Love You,country,Chris Hawks,2021,,
1490,I Know Better,country,Deana Carter,2013,,
1491,When The Partys Over,country,Donovan Woods,2021,,
1492,Invitation to the Blues,country,Doug Sahm,2018,,
1493,The Twelfth of Never,country,Glen Campbell,1968,,
1494,River Of Death,country,Bill Monroe,2015,,
1495,Whiskey Chasin,country,Joe Stampley,2015,,
1496,Smoke In a Bar Acoustic,country,Travis Tritt,2022,,
1497,Away In A Manger,country,Brad Paisley,2006,,
1498,Sourwood Mountain,country,Pete Seeger,1965,,
1499,If Youre Ever In Oklahoma - Live At INTRUST Bank Arena Wichita KS / April 17 2017,country,Eric Church,2017,,
